pmax_i,rtc_mean,rtc_std,stc_mean,stc_std,immune_mean,immune_std
-10,123.33333333333333,174.41967269268173,0.3333333333333333,0.4714045207910317,41.0,36.175498153676706
-5,530.6666666666666,246.6108044853041,1.3333333333333333,0.4714045207910317,49.0,63.686733312362634
-3,662.0,522.6222345059575,2.3333333333333335,1.8856180831641267,14.0,18.384776310850235
-1,375.6666666666667,129.15193464374516,1.6666666666666667,0.4714045207910317,3.0,2.8284271247461903
